source,end,CON,LAB,LDEM,UKIP,GRN,CON_LEAD
TNS BMRB/,2013-04-08,25,40,10,14.0,4.0,-15
YouGov/Sunday Times,2013-04-05,30,40,11,13.0,2.0,-10
Opinium/Observer,2013-04-04,28,38,8,17.0,3.0,-10
YouGov/Sun,2013-04-04,30,42,11,12.0,2.0,-12
YouGov/Sun,2013-04-03,33,41,9,11.0,2.0,-8
YouGov/Sun,2013-04-02,30,43,11,10.0,3.0,-13
YouGov/Sun,2013-03-28,29,42,11,13.0,2.0,-13
YouGov/Sun,2013-03-27,30,40,12,13.0,2.0,-10
YouGov/Sun,2013-03-26,30,39,13,12.0,2.0,-9
YouGov/Sun,2013-03-25,30,41,13,11.0,2.0,-11
TNS BMRB/,2013-03-25,27,37,10,17.0,3.0,-10
ComRes/Independent,2013-03-24,28,38,12,14.0,3.0,-10
YouGov/Sunday Times,2013-03-22,30,41,12,12.0,2.0,-11
Opinium/Observer,2013-03-21,28,38,9,16.0,2.0,-10
YouGov/Sun,2013-03-21,32,41,11,10.0,2.0,-9
YouGov/Sun,2013-03-20,30,41,11,12.0,1.0,-11
YouGov/Sun,2013-03-19,31,41,11,11.0,2.0,-10
YouGov/Sun,2013-03-18,32,40,11,10.0,2.0,-8
TNS BMRB/,2013-03-18,26,39,13,13.0,1.0,-13
YouGov/Sunday Times,2013-03-15,29,41,12,12.0,2.0,-12
ComRes/Independent on Sunday (O),2013-03-14,28,37,9,17.0,4.0,-9
YouGov/Sun,2013-03-14,30,42,11,11.0,2.0,-12
YouGov/Sun,2013-03-13,31,40,11,12.0,3.0,-9
YouGov/Sun,2013-03-12,29,43,11,12.0,1.0,-14
YouGov/Sun,2013-03-11,32,40,11,11.0,1.0,-8
TNS BMRB/,2013-03-11,25,38,11,15.0,3.0,-13
Ipsos-MORI/Evening Standard,2013-03-11,27,40,11,13.0,4.0,-13
ICM/Guardian,2013-03-10,31,39,15,7.0,2.0,-8
YouGov/Sunday Times,2013-03-08,31,41,12,11.0,1.0,-10
Opinium/Observer,2013-03-07,27,39,8,17.0,3.0,-12
YouGov/Sun,2013-03-07,32,41,11,11.0,2.0,-9
YouGov/Sun,2013-03-06,31,41,11,12.0,2.0,-10
YouGov/Sun,2013-03-05,29,42,11,12.0,2.0,-13
YouGov/Sun,2013-03-04,31,40,12,12.0,1.0,-9
TNS BMRB/,2013-03-04,29,38,11,14.0,3.0,-9
YouGov/Sunday Times,2013-03-01,31,42,10,11.0,2.0,-11
YouGov/Sun,2013-02-28,29,42,12,11.0,2.0,-13
YouGov/Sun,2013-02-27,32,43,11,8.0,1.0,-11
YouGov/Sun,2013-02-26,32,42,12,9.0,1.0,-10
YouGov/Sun,2013-02-25,32,44,10,8.0,2.0,-12
ComRes/Independent,2013-02-24,31,43,8,9.0,4.0,-12
YouGov/Sunday Times,2013-02-22,32,43,11,9.0,2.0,-11
Opinium/Observer,2013-02-21,29,41,8,13.0,2.0,-12
YouGov/Sun,2013-02-21,31,45,11,9.0,2.0,-14
YouGov/Sun,2013-02-20,33,43,9,10.0,2.0,-10
YouGov/Sun,2013-02-19,29,44,11,11.0,1.0,-15
YouGov/Sun,2013-02-18,32,41,12,8.0,2.0,-9
TNS BMRB/,2013-02-18,29,38,11,12.0,3.0,-9
YouGov/Sunday Times,2013-02-15,32,43,12,9.0,1.0,-11
ComRes/Independent on Sunday (O),2013-02-14,31,36,8,14.0,4.0,-5
YouGov/Sun,2013-02-14,31,42,11,10.0,2.0,-11
YouGov/Sun,2013-02-13,32,42,9,9.0,3.0,-10
YouGov/Sun,2013-02-12,32,43,10,9.0,2.0,-11
YouGov/Sun,2013-02-11,32,43,10,9.0,2.0,-11
Ipsos-MORI/Evening Standard,2013-02-11,30,42,7,9.0,4.0,-12
TNS BMRB/,2013-02-11,31,41,10,10.0,3.0,-10
ICM/Guardian,2013-02-10,29,41,13,9.0,2.0,-12
YouGov/Sunday Times,2013-02-08,32,41,11,9.0,2.0,-9
Opinium/Observer,2013-02-07,29,39,8,14.0,4.0,-10
YouGov/Sun,2013-02-07,33,41,11,9.0,2.0,-8
YouGov/Sun,2013-02-06,31,42,12,9.0,1.0,-11
YouGov/Sun,2013-02-05,32,42,11,8.0,2.0,-10
YouGov/Sun,2013-02-04,30,45,11,9.0,2.0,-15
TNS BMRB/,2013-02-04,28,41,10,11.0,3.0,-13
YouGov/Sunday Times,2013-02-01,34,41,12,8.0,1.0,-7
YouGov/Sun,2013-01-31,32,44,10,8.0,2.0,-12
YouGov/Sun,2013-01-30,33,42,10,7.0,2.0,-9
YouGov/Sun,2013-01-29,33,42,11,8.0,2.0,-9
YouGov/Sun,2013-01-28,35,41,10,9.0,2.0,-6
ComRes/Independent,2013-01-27,32,39,10,10.0,5.0,-7
ComRes/Independent on Sunday (O),2013-01-25,33,39,11,10.0,2.0,-6
Survation/Mail on Sunday,2013-01-25,31,38,10,14.0,2.0,-7
Angus Reid/Sunday Express,2013-01-25,30,39,10,12.0,3.0,-9
YouGov/Sunday Times,2013-01-25,35,41,12,7.0,1.0,-6
YouGov/Sun,2013-01-24,33,43,10,9.0,2.0,-10
Opinium/Observer,2013-01-24,28,41,8,14.0,3.0,-13
TNS BMRB/,2013-01-24,31,41,8,12.0,3.0,-10
YouGov/Sun,2013-01-23,31,43,11,10.0,2.0,-12
YouGov/Sun,2013-01-22,31,41,12,10.0,2.0,-10
YouGov/Sun,2013-01-21,33,42,10,10.0,2.0,-9
ICM/Guardian,2013-01-20,33,38,15,6.0,2.0,-5
YouGov/Sunday Times,2013-01-18,33,42,11,7.0,2.0,-9
YouGov/Sun,2013-01-17,34,44,9,8.0,2.0,-10
YouGov/Sun,2013-01-16,33,42,12,8.0,2.0,-9
YouGov/Sun,2013-01-15,32,44,10,9.0,2.0,-12
YouGov/Sun,2013-01-14,31,44,11,9.0,2.0,-13
TNS BMRB/,2013-01-14,31,37,9,13.0,3.0,-6
Ipsos-MORI/Evening Standard,2013-01-14,30,43,8,9.0,3.0,-13
Opinium/Observer,2013-01-11,31,41,7,12.0,2.0,-10
Angus Reid/,2013-01-11,27,42,10,11.0,3.0,-15
YouGov/Sunday Times,2013-01-11,31,44,11,8.0,2.0,-13
YouGov/Sun,2013-01-10,31,42,11,10.0,2.0,-11
YouGov/Sun,2013-01-09,33,43,10,10.0,1.0,-10
YouGov/Sun,2013-01-08,32,44,10,9.0,2.0,-12
YouGov/Sun,2013-01-07,32,41,11,9.0,2.0,-9
TNS BMRB/,2013-01-07,29,39,10,12.0,3.0,-10
Survation/Mail on Sunday,2013-01-04,29,38,11,16.0,3.0,-9
YouGov/Sunday Times,2013-01-04,32,43,10,9.0,2.0,-11
YouGov/Sun,2013-01-03,32,43,10,9.0,2.0,-11
YouGov/Sun,2013-01-02,31,43,11,9.0,2.0,-12
Opinium/Observer,2012-12-27,29,39,8,15.0,4.0,-10
ICM/Guardian,2012-12-23,32,40,13,7.0,3.0,-8
YouGov/Sunday Times,2012-12-21,33,43,10,8.0,1.0,-10
YouGov/Sun,2012-12-20,33,41,11,10.0,2.0,-8
YouGov/Sun,2012-12-19,30,43,11,10.0,3.0,-13
YouGov/Sun,2012-12-18,32,43,9,10.0,2.0,-11
YouGov/Sun,2012-12-17,31,43,9,11.0,2.0,-12
TNS BMRB/,2012-12-17,30,40,7,12.0,4.0,-10
Populus/Times,2012-12-16,29,40,11,11.0,3.0,-11
ComRes/Independent,2012-12-16,31,42,10,9.0,4.0,-11
Survation/Mail on Sunday,2012-12-14,30,38,9,14.0,2.0,-8
ComRes/Independent on Sunday (O),2012-12-14,28,39,9,14.0,4.0,-11
YouGov/Sunday Times,2012-12-14,33,45,9,8.0,2.0,-12
Opinium/Observer,2012-12-13,29,39,8,14.0,4.0,-10
YouGov/Sun,2012-12-13,33,43,9,10.0,2.0,-10
YouGov/Sun,2012-12-12,31,44,12,9.0,2.0,-13
YouGov/Sun,2012-12-11,31,43,10,9.0,2.0,-12
YouGov/Sun,2012-12-10,33,42,10,8.0,2.0,-9
Ipsos-MORI/Evening Standard,2012-12-10,35,44,9,7.0,3.0,-9
TNS BMRB/,2012-12-10,26,41,8,16.0,3.0,-15
YouGov/Sunday Times,2012-12-07,33,42,10,9.0,2.0,-9
YouGov/Sun,2012-12-06,32,42,10,9.0,2.0,-10
YouGov/Sun,2012-12-05,32,44,9,10.0,2.0,-12
YouGov/Sun,2012-12-04,30,44,11,10.0,1.0,-14
YouGov/Sun,2012-12-03,31,43,11,10.0,2.0,-12
TNS BMRB/,2012-12-03,28,40,10,12.0,2.0,-12
YouGov/Sunday Times,2012-12-01,31,44,10,10.0,2.0,-13
Angus Reid/,2012-11-29,28,42,10,11.0,3.0,-14
Opinium/Observer,2012-11-29,29,38,9,13.0,3.0,-9
YouGov/Sun,2012-11-29,32,42,10,10.0,2.0,-10
YouGov/Sun,2012-11-28,32,44,11,8.0,2.0,-12
YouGov/Sun,2012-11-27,31,43,9,11.0,2.0,-12
YouGov/Sun,2012-11-26,34,43,9,8.0,1.0,-9
TNS BMRB/,2012-11-25,31,41,8,10.0,3.0,-10
ComRes/Independent,2012-11-25,35,42,10,6.0,3.0,-7
YouGov/Sunday Times,2012-11-23,33,44,9,8.0,2.0,-11
YouGov/Sun,2012-11-22,31,43,10,9.0,2.0,-12
YouGov/Sun,2012-11-21,33,41,9,10.0,3.0,-8
YouGov/Sun,2012-11-20,33,42,10,8.0,2.0,-9
YouGov/Sun,2012-11-19,32,42,9,9.0,2.0,-10
ICM/Guardian,2012-11-18,32,40,13,7.0,2.0,-8
TNS BMRB/,2012-11-16,31,39,11,7.0,4.0,-8
YouGov/Sunday Times,2012-11-16,33,44,9,8.0,2.0,-11
ComRes/Independent on Sunday (O),2012-11-16,31,43,10,8.0,2.0,-12
YouGov/Sun,2012-11-15,33,43,8,9.0,2.0,-10
Opinium/Observer,2012-11-15,32,39,8,10.0,3.0,-7
YouGov/Sun,2012-11-14,35,42,8,7.0,3.0,-7
YouGov/Sun,2012-11-13,34,44,9,7.0,2.0,-10
Ipsos-MORI/Evening Standard,2012-11-13,32,46,9,3.0,4.0,-14
YouGov/Sun,2012-11-12,35,39,10,8.0,2.0,-4
TNS BMRB/,2012-11-12,31,41,9,9.0,3.0,-10
YouGov/Sunday Times,2012-11-09,32,44,8,8.0,2.0,-12
YouGov/Sun,2012-11-08,33,44,9,7.0,2.0,-11
YouGov/Sun,2012-11-07,34,45,8,6.0,3.0,-11
YouGov/Sun,2012-11-06,35,42,9,7.0,2.0,-7
YouGov/Sun,2012-11-05,35,44,8,7.0,2.0,-9
TNS BMRB/,2012-11-05,31,42,9,8.0,3.0,-11
YouGov/Sunday Times,2012-11-02,35,42,9,7.0,2.0,-7
Opinium/Observer,2012-11-01,30,41,9,10.0,3.0,-11
YouGov/Sun,2012-11-01,33,44,9,7.0,3.0,-11
YouGov/Sun,2012-10-31,33,44,9,8.0,2.0,-11
YouGov/Sun,2012-10-30,32,44,9,8.0,2.0,-12
YouGov/Sun,2012-10-29,33,43,9,8.0,2.0,-10
ComRes/Independent,2012-10-29,33,44,12,5.0,3.0,-11
TNS BMRB/,2012-10-29,31,42,11,8.0,2.0,-11
YouGov/Sunday Times,2012-10-26,35,42,9,7.0,3.0,-7
YouGov/Sun,2012-10-25,33,44,10,6.0,2.0,-11
Ipsos-MORI/Evening Standard,2012-10-24,33,43,9,6.0,3.0,-10
YouGov/Sun,2012-10-24,33,43,9,8.0,2.0,-10
YouGov/Sun,2012-10-23,34,42,9,8.0,2.0,-8
YouGov/Sun,2012-10-22,32,45,8,8.0,3.0,-13
ICM/Guardian,2012-10-22,33,41,14,5.0,2.0,-8
TNS BMRB/,2012-10-22,30,44,8,7.0,3.0,-14
Populus/Times,2012-10-21,35,40,9,5.0,4.0,-5
Survation/Mail on Sunday,2012-10-20,30,43,8,12.0,,-13
YouGov/Sunday Times,2012-10-19,32,43,9,9.0,2.0,-11
ComRes/Independent on Sunday (O),2012-10-18,33,41,10,9.0,3.0,-8
YouGov/Sun,2012-10-18,34,42,10,9.0,2.0,-8
Opinium/Observer,2012-10-18,31,40,9,10.0,4.0,-9
YouGov/Sun,2012-10-17,33,42,9,7.0,3.0,-9
YouGov/Sun,2012-10-16,34,43,9,7.0,2.0,-9
YouGov/Sun,2012-10-15,34,43,9,7.0,3.0,-9
TNS BMRB/,2012-10-15,29,42,7,10.0,4.0,-13
Angus Reid/Sunday Express,2012-10-12,31,43,8,8.0,3.0,-12
YouGov/Sunday Times,2012-10-12,33,43,10,6.0,2.0,-10
YouGov/Sun,2012-10-11,35,42,8,7.0,2.0,-7
YouGov/Sun,2012-10-10,34,41,8,10.0,2.0,-7
YouGov/Sun,2012-10-09,33,45,9,6.0,3.0,-12
YouGov/Sun,2012-10-08,34,44,8,7.0,2.0,-10
TNS BMRB/,2012-10-08,31,44,8,8.0,4.0,-13
YouGov/Sunday Times,2012-10-05,31,45,8,8.0,3.0,-14
Opinium/Observer,2012-10-04,30,41,9,11.0,4.0,-11
YouGov/Sun,2012-10-04,32,43,10,8.0,2.0,-11
YouGov/Sun,2012-10-03,31,45,10,7.0,2.0,-14
YouGov/Sun,2012-10-02,34,42,9,8.0,2.0,-8
YouGov/Sun,2012-10-01,34,43,9,8.0,3.0,-9
ComRes/Independent,2012-09-30,35,38,15,4.0,3.0,-3
Opinium/Observer,2012-09-28,29,39,10,10.0,4.0,-10
YouGov/Sunday Times,2012-09-28,35,40,10,7.0,3.0,-5
YouGov/Sun,2012-09-27,31,43,11,8.0,4.0,-12
YouGov/Sun,2012-09-26,32,41,9,9.0,3.0,-9
YouGov/Sun,2012-09-25,31,44,9,9.0,3.0,-13
YouGov/Sun,2012-09-24,32,43,9,7.0,3.0,-11
ICM/Guardian,2012-09-23,31,41,14,6.0,3.0,-10
TNS BMRB/,2012-09-21,28,44,8,7.0,5.0,-16
Opinium/Observer,2012-09-21,30,42,8,10.0,4.0,-12
Survation/Mail on Sunday,2012-09-21,29,41,10,12.0,3.0,-12
ComRes/Independent on Sunday (O),2012-09-21,35,39,10,8.0,2.0,-4
YouGov/Sunday Times,2012-09-21,34,43,8,8.0,2.0,-9
YouGov/Sun,2012-09-20,35,41,9,7.0,3.0,-6
Survation/Mirror,2012-09-20,30,40,10,12.0,,-10
YouGov/Sun,2012-09-19,33,45,10,7.0,2.0,-12
YouGov/Sun,2012-09-18,34,43,8,8.0,3.0,-9
Ipsos-MORI/Sky News/Evening Standard,2012-09-17,30,41,13,8.0,4.0,-11
YouGov/Sun,2012-09-17,33,45,10,5.0,2.0,-12
Populus/Times,2012-09-16,30,45,10,6.0,4.0,-15
YouGov/Sunday Times,2012-09-14,34,44,9,7.0,3.0,-10
YouGov/Sun,2012-09-13,34,43,8,7.0,3.0,-9
TNS BMRB/,2012-09-13,31,43,9,5.0,4.0,-12
Opinium/,2012-09-12,32,40,10,9.0,3.0,-8
YouGov/Sun,2012-09-12,33,42,11,7.0,1.0,-9
YouGov/Sun,2012-09-11,31,44,9,8.0,3.0,-13
YouGov/Sun,2012-09-10,31,42,10,8.0,2.0,-11
TNS BMRB/,2012-09-10,30,41,12,7.0,4.0,-11
YouGov/Sunday Times,2012-09-07,33,43,10,7.0,2.0,-10
YouGov/Sun,2012-09-06,33,45,8,6.0,3.0,-12
YouGov/Sun,2012-09-05,33,45,8,7.0,2.0,-12
YouGov/Sun,2012-09-04,34,40,10,7.0,3.0,-6
Opinium/,2012-09-03,31,42,8,9.0,3.0,-11
TNS BMRB/,2012-09-03,31,43,10,6.0,3.0,-12
YouGov/Sun,2012-09-03,33,44,8,7.0,2.0,-11
ComRes/Independent,2012-09-02,35,42,12,3.0,3.0,-7
YouGov/Sunday Times,2012-08-31,35,41,9,7.0,2.0,-6
YouGov/Sun,2012-08-30,33,42,10,8.0,2.0,-9
YouGov/Sun,2012-08-29,32,44,9,6.0,3.0,-12
YouGov/Sun,2012-08-28,32,44,10,8.0,3.0,-12
TNS BMRB/,2012-08-27,31,40,11,5.0,4.0,-9
ICM/Guardian,2012-08-26,34,39,15,4.0,2.0,-5
Survation/Mail on Sunday,2012-08-24,30,37,10,12.0,5.0,-7
YouGov/Sunday Times,2012-08-24,34,43,10,6.0,1.0,-9
YouGov/Sun,2012-08-23,32,44,10,7.0,3.0,-12
YouGov/Sun,2012-08-22,33,42,10,6.0,2.0,-9
YouGov/Sun,2012-08-21,34,44,8,8.0,2.0,-10
YouGov/Sun,2012-08-20,34,44,8,7.0,3.0,-10
TNS BMRB/,2012-08-20,32,42,10,7.0,3.0,-10
YouGov/Sunday Times,2012-08-17,32,43,10,7.0,2.0,-11
ComRes/Independent on Sunday (O),2012-08-16,33,42,10,8.0,2.0,-9
YouGov/Sun,2012-08-16,35,44,8,6.0,2.0,-9
YouGov/Sun,2012-08-15,34,43,10,6.0,2.0,-9
Angus Reid/,2012-08-15,30,41,11,9.0,3.0,-11
Ipsos-MORI/Evening Standard,2012-08-15,32,42,11,4.0,4.0,-10
YouGov/Sun,2012-08-14,34,44,10,7.0,1.0,-10
YouGov/Sun,2012-08-13,34,42,9,6.0,3.0,-8
YouGov/Sunday Times,2012-08-10,34,42,8,8.0,2.0,-8
Opinium/,2012-08-09,31,40,10,10.0,3.0,-9
YouGov/Sun,2012-08-09,33,43,9,9.0,3.0,-10
YouGov/Sun,2012-08-08,33,42,11,6.0,2.0,-9
YouGov/Sun,2012-08-07,33,44,9,8.0,2.0,-11
YouGov/Sun,2012-08-06,34,44,10,6.0,2.0,-10
YouGov/Sunday Times,2012-08-03,32,44,10,8.0,2.0,-12
YouGov/Sun,2012-08-02,33,44,8,9.0,2.0,-11
YouGov/Sun,2012-08-01,32,43,10,8.0,2.0,-11
YouGov/Sun,2012-07-31,34,42,10,6.0,2.0,-8
YouGov/Sun,2012-07-30,33,44,9,7.0,2.0,-11
ComRes/Independent,2012-07-29,33,44,10,4.0,4.0,-11
YouGov/Sunday Times,2012-07-27,33,42,9,8.0,3.0,-9
TNS BMRB/,2012-07-26,30,42,11,,,-12
YouGov/Sun,2012-07-26,33,42,9,8.0,3.0,-9
YouGov/Sun,2012-07-25,33,44,9,7.0,2.0,-11
YouGov/Sun,2012-07-24,33,44,9,7.0,3.0,-11
YouGov/Sun,2012-07-23,33,43,9,8.0,1.0,-10
ICM/Guardian,2012-07-22,34,39,14,4.0,4.0,-5
YouGov/Sunday Times,2012-07-20,34,43,11,7.0,3.0,-9
ComRes/Independent on Sunday (O),2012-07-19,32,42,10,9.0,3.0,-10
YouGov/Sun,2012-07-19,34,42,9,7.0,2.0,-8
YouGov/Sun,2012-07-18,33,43,8,7.0,2.0,-9
YouGov/Sun,2012-07-17,34,43,8,7.0,2.0,-9
Opinium/,2012-07-16,32,41,9,8.0,4.0,-9
YouGov/Sun,2012-07-16,33,44,9,8.0,2.0,-11
Ipsos-MORI/Evening Standard,2012-07-16,31,44,12,5.0,3.0,-13
Populus/Times,2012-07-15,34,40,12,5.0,2.0,-6
YouGov/Sunday Times,2012-07-13,34,43,9,7.0,3.0,-9
YouGov/Sun,2012-07-12,34,42,9,7.0,3.0,-8
YouGov/Sun,2012-07-11,35,42,9,8.0,2.0,-7
YouGov/Sun,2012-07-10,33,43,11,6.0,3.0,-10
YouGov/Sun,2012-07-09,35,44,7,6.0,3.0,-9
YouGov/Sunday Times,2012-07-06,32,43,8,8.0,3.0,-11
Opinium/,2012-07-05,30,40,9,9.0,4.0,-10
YouGov/Sun,2012-07-05,35,43,8,8.0,2.0,-8
YouGov/Sun,2012-07-04,33,44,8,7.0,3.0,-11
YouGov/Sun,2012-07-03,35,42,10,7.0,2.0,-7
YouGov/Sun,2012-07-02,34,44,8,8.0,2.0,-10
ComRes/Independent,2012-07-01,33,42,13,3.0,3.0,-9
YouGov/Sunday Times,2012-06-29,34,43,9,6.0,2.0,-9
Opinium/,2012-06-28,31,42,8,9.0,4.0,-11
YouGov/Sun,2012-06-28,32,43,10,7.0,3.0,-11
YouGov/Sun,2012-06-27,31,45,9,7.0,2.0,-14
YouGov/Sun,2012-06-26,34,42,11,7.0,2.0,-8
YouGov/Sun,2012-06-25,32,43,11,7.0,1.0,-11
ICM/Guardian,2012-06-24,34,39,14,3.0,3.0,-5
YouGov/Sunday Times,2012-06-22,34,43,9,8.0,2.0,-9
YouGov/Sun,2012-06-21,33,43,8,8.0,2.0,-10
YouGov/Sun,2012-06-20,34,41,10,8.0,3.0,-7
YouGov/Sun,2012-06-19,34,44,7,6.0,2.0,-10
YouGov/Sun,2012-06-18,33,44,7,8.0,2.0,-11
TNS BMRB/,2012-06-18,32,40,10,9.0,,-8
Populus/Times,2012-06-17,33,41,9,5.0,,-8
ComRes/Independent on Sunday (O),2012-06-15,32,42,9,8.0,,-10
YouGov/Sunday Times,2012-06-15,32,44,9,8.0,,-12
YouGov/Sun,2012-06-14,31,43,9,8.0,,-12
YouGov/Sun,2012-06-13,31,43,9,9.0,,-12
YouGov/Sun,2012-06-12,33,43,8,8.0,,-10
YouGov/Sun,2012-06-11,31,45,9,9.0,,-14
Ipsos-MORI/Evening Standard,2012-06-11,31,40,10,6.0,,-9
Opinium/,2012-06-11,31,42,9,8.0,,-11
YouGov/Sunday Times,2012-06-08,34,42,7,9.0,,-8
YouGov/Sun,2012-06-07,34,43,8,6.0,,-9
YouGov/Sun,2012-06-06,34,43,8,7.0,,-9
YouGov/Sunday Times,2012-06-01,32,42,8,7.0,,-10
Survation/,2012-06-01,29,37,13,12.0,,-8
Angus Reid/,2012-05-31,29,45,9,8.0,,-16
YouGov/Sun,2012-05-31,31,45,9,8.0,,-14
YouGov/Sun,2012-05-30,32,44,9,7.0,,-12
YouGov/Sun,2012-05-29,32,45,8,8.0,,-13
YouGov/Sun,2012-05-28,33,44,8,7.0,,-11
ComRes/Independent,2012-05-28,34,42,11,4.0,,-8
YouGov/Sunday Times,2012-05-25,31,43,8,8.0,,-12
YouGov/Sun,2012-05-24,34,42,8,7.0,,-8
YouGov/Sun,2012-05-23,32,42,9,9.0,,-10
YouGov/Sun,2012-05-22,32,43,8,9.0,,-11
TNS BMRB/,2012-05-21,30,41,9,10.0,,-11
YouGov/Sun,2012-05-21,32,44,7,8.0,,-12
Populus/Times,2012-05-20,33,41,10,5.0,,-8
ICM/Guardian,2012-05-20,36,41,11,4.0,,-5
YouGov/Sunday Times,2012-05-18,32,43,8,9.0,,-11
ComRes/Independent on Sunday (O),2012-05-17,32,41,11,7.0,,-9
Opinium/,2012-05-17,30,41,9,10.0,,-11
YouGov/Sun,2012-05-17,31,44,7,9.0,,-13
YouGov/Sun,2012-05-16,31,45,9,8.0,,-14
YouGov/Sun,2012-05-15,32,43,8,9.0,,-11
YouGov/Sun,2012-05-14,31,45,7,8.0,,-14
Ipsos-MORI/Evening Standard,2012-05-14,33,43,9,6.0,,-10
YouGov/Sunday Times,2012-05-11,31,43,10,8.0,,-12
YouGov/Sun,2012-05-10,34,44,7,7.0,,-10
YouGov/Sun,2012-05-09,31,44,9,8.0,,-13
YouGov/Sun,2012-05-08,31,44,8,8.0,,-13
TNS BMRB/,2012-05-07,30,43,10,,,-13
YouGov/Sunday Times,2012-05-04,31,43,9,8.0,,-12
YouGov/Sun,2012-05-03,32,41,9,9.0,,-9
YouGov/Sun,2012-05-02,33,43,8,8.0,,-10
YouGov/Sun,2012-05-01,32,41,9,8.0,,-9
YouGov/Sun,2012-04-30,35,42,8,7.0,,-7
Opinium/,2012-04-30,32,39,8,10.0,,-7
Survation/Daily Mirror,2012-04-27,30,37,13,9.0,,-7
ComRes/Independent (O),2012-04-27,34,39,10,9.0,,-5
YouGov/Sunday Times,2012-04-27,29,40,11,10.0,,-11
YouGov/Sun,2012-04-26,31,43,9,9.0,,-12
YouGov/Sun,2012-04-25,32,43,9,8.0,,-11
YouGov/Sun,2012-04-24,32,43,8,8.0,,-11
YouGov/Sun,2012-04-23,32,45,8,7.0,,-13
Opinium/,2012-04-23,31,38,11,8.0,,-7
Ipsos-MORI/Evening Standard,2012-04-23,35,38,12,4.0,,-3
ICM/Guardian,2012-04-22,33,41,15,3.0,,-8
YouGov/Sunday Times,2012-04-20,33,41,11,8.0,,-8
ComRes/Independent on Sunday (O),2012-04-19,34,40,11,6.0,,-6
YouGov/Sun,2012-04-19,32,45,8,7.0,,-13
YouGov/Sun,2012-04-18,32,41,10,8.0,,-9
YouGov/Sun,2012-04-17,32,41,8,9.0,,-9
Opinium/,2012-04-16,32,37,9,10.0,,-5
YouGov/Sun,2012-04-16,32,43,8,9.0,,-11
Populus/Times,2012-04-15,33,42,11,4.0,,-9
Angus Reid/,2012-04-13,29,41,11,8.0,,-12
YouGov/Sunday Times,2012-04-13,33,39,10,,,-6
YouGov/Sun,2012-04-12,35,41,9,,,-6
TNS BMRB/,2012-04-11,32,42,10,,,-10
YouGov/Sun,2012-04-11,35,41,8,,,-6
YouGov/Sun,2012-04-10,36,40,9,,,-4
Survation/Mail on Sunday,2012-04-06,30,35,11,,,-5
YouGov/Sun,2012-04-05,33,42,8,,,-9
YouGov/Sun,2012-04-04,32,42,9,,,-10
YouGov/Sun,2012-04-03,34,42,8,,,-8
YouGov/Sun,2012-04-02,33,43,8,,,-10
YouGov/Sunday Times,2012-03-31,33,42,8,,,-9
YouGov/Sun,2012-03-29,34,44,8,,,-10
YouGov/Sun,2012-03-28,34,44,10,,,-10
YouGov/Sun,2012-03-27,33,43,9,,,-10
YouGov/Sun,2012-03-26,35,42,9,,,-7
ComRes/Independent,2012-03-26,33,43,11,,,-10
Populus/Times,2012-03-25,34,38,11,,,-4
Survation/Mail on Sunday,2012-03-24,31,39,11,,,-8
ICM/Sunday Telegraph,2012-03-23,37,38,13,,,-1
YouGov/Sunday Times,2012-03-23,35,42,10,,,-7
YouGov/Sun,2012-03-22,34,42,9,,,-8
Opinium/,2012-03-21,34,39,8,9.0,,-5
YouGov/Sun,2012-03-21,36,41,10,,,-5
YouGov/Sun,2012-03-20,35,43,9,,,-8
Ipsos-MORI/Evening Standard,2012-03-19,36,37,11,,,-1
YouGov/Sun,2012-03-19,36,42,9,,,-6
ICM/Guardian,2012-03-18,39,36,15,,,3
YouGov/Sunday Times,2012-03-16,38,40,9,,,-2
ComRes/Independent on Sunday (O),2012-03-15,37,40,10,,,-3
YouGov/Sun,2012-03-15,37,42,8,,,-5
YouGov/Sun,2012-03-14,38,41,9,,,-3
YouGov/Sun,2012-03-13,36,43,9,,,-7
YouGov/Sun,2012-03-12,36,41,9,,,-5
Opinium/,2012-03-12,38,36,10,,,2
YouGov/Sunday Times,2012-03-09,37,42,9,,,-5
YouGov/Sun,2012-03-08,37,42,8,,,-5
Angus Reid/,2012-03-07,32,40,10,,,-8
YouGov/Sun,2012-03-07,38,41,9,,,-3
YouGov/Sun,2012-03-06,37,41,9,,,-4
YouGov/Sun,2012-03-05,36,41,11,,,-5
TNS BMRB/,2012-03-05,35,38,11,,,-3
YouGov/Sunday Times,2012-03-02,40,39,9,,,1
YouGov/Sun,2012-03-01,39,39,8,,,0
YouGov/Sun,2012-02-29,38,40,9,,,-2
YouGov/Sun,2012-02-28,40,39,9,,,1
YouGov/Sun,2012-02-27,38,40,9,,,-2
Ipsos-MORI/Reuters,2012-02-27,35,41,12,,,-6
ComRes/Independent,2012-02-26,37,40,13,,,-3
YouGov/Sunday Times,2012-02-24,38,40,10,,,-2
Opinium/,2012-02-23,35,39,10,,,-4
YouGov/Sun,2012-02-23,39,38,10,,,1
YouGov/Sun,2012-02-22,38,40,8,,,-2
YouGov/Sun,2012-02-21,37,41,9,,,-4
YouGov/Sun,2012-02-20,39,38,10,,,1
Populus/Times,2012-02-19,37,39,11,,,-2
ICM/Guardian,2012-02-19,36,37,14,,,-1
YouGov/Sunday Times,2012-02-17,37,41,7,,,-4
